Name,City,Country,Airport IATA,Latitude,Longitude
Inisheer Aerodrome,Inisheer,Ireland,INQ,53.06470108032226,-9.510899543762207
Strezhevoy Airport,Strezhevoy,Russia,SWT,60.709400177,77.66000366210002
Hutchinson Municipal Airport,Hutchinson,United States,HUT,38.0654983521,-97.86060333250002
Bagram Air Base,Kabul,Afghanistan,OAI,34.946098327600005,69.26499938959999
Prince Sultan Air Base,Al Kharj,Saudi Arabia,AKH,24.062700271606445,47.58050155639648
Rosecrans Memorial Airport,Rosecrans,United States,STJ,39.771900177002,-94.909698486328
Volk Field,Camp Douglas,United States,VOK,43.938999176025,-90.253402709961
Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,38.53390121,-106.9329987
Xi'an Xiguan Airport,Xi\'AN,China,SIA,34.376701000000004,109.120003
Zamperini Field,Torrance,United States,TOA,33.803398132324,-118.33999633789
Manistee Co Blacker Airport,Manistee,United States,MBL,44.2723999,-86.24690247
Charlotte County Airport,Punta Gorda,United States,PGD,26.92020035,-81.99050140000001
Northern Aroostook Regional Airport,Frenchville,United States,WFK,47.2854995728,-68.31279754639999
Chautauqua County-Jamestown Airport,Jamestown,United States,JHW,42.15340042,-79.25800323
La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,Canada,YTM,46.409400939899996,-74.7799987793
Lake Cumberland Regional Airport,Somerset,United States,SME,37.0533981323,-84.61589813229999
Shenandoah Valley Regional Airport,Weyers Cave,United States,SHD,38.2638015747,-78.8964004517
Devils Lake Regional Airport,Devils Lake,United States,DVL,48.11420059,-98.90879822
Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,46.7974014282,-102.80200195299999
Sidney - Richland Regional Airport,Sidney,United States,SDY,47.706902,-104.193001
Chadron Municipal Airport,Chadron,United States,CDR,42.837600708000004,-103.095001221
Alliance Municipal Airport,Alliance,United States,AIA,42.0531997681,-102.804000854
Mc Cook Ben Nelson Regional Airport,McCook,United States,MCK,40.20629883,-100.59200290000001
The Florida Keys Marathon Airport,Marathon,United States,MTH,24.726101,-81.051399
Dawson Community Airport,Glendive,United States,GDV,47.13869858,-104.8069992
L M Clayton Airport,Wolf Point,United States,OLF,48.0945014954,-105.57499694799999
Yellowstone Airport,West Yellowstone,United States,WYS,44.68840027,-111.11799620000001
San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,37.434898,-105.866997
Canyonlands Field,Moab,United States,CNY,38.75500107,-109.7549973
Ely Airport Yelland Field,Ely,United States,ELY,39.29970169,-114.84200290000001
Vernal Regional Airport,Vernal,United States,VEL,40.4408989,-109.5100021
Sierra Blanca Regional Airport,Ruidoso,United States,RUI,33.462799072266,-105.53500366211
Show Low Regional Airport,Show Low,United States,SOW,34.265499115,-110.005996704
McCall Municipal Airport,McCall,United States,MYL,44.88970184,-116.10099790000001
Lemhi County Airport,Salmon,United States,SMN,45.1237983704,-113.880996704
Mammoth Yosemite Airport,Mammoth Lakes,United States,MMH,37.62409973,-118.83799740000002
Friday Harbor Airport,Friday Harbor,United States,FRD,48.5219993591,-123.024002075
Orcas Island Airport,Eastsound,United States,ESD,48.708198547399995,-122.91000366200001
Astoria Regional Airport,Astoria,United States,AST,46.158000946,-123.87899780299999
Newport Municipal Airport,Newport,United States,ONP,44.580399,-124.057999
Emmonak Airport,Emmonak,United States,EMK,62.78609848,-164.49099730000003
Unalakleet Airport,Unalakleet,United States,UNK,63.88840103,-160.798996
Ugnu-Kuparuk Airport,Kuparuk,United States,UUK,70.33080291750001,-149.59800720200002
Shageluk Airport,Shageluk,United States,SHX,62.6922988892,-159.569000244
Chuathbaluk Airport,Chuathbaluk,United States,CHU,61.579102,-159.216003
Nuiqsut Airport,Nuiqsut,United States,NUI,70.2099990845,-151.00599670399998
Eek Airport,Eek,United States,EEK,60.21367264,-162.0438843
Kasigluk Airport,Kasigluk,United States,KUK,60.87440109,-162.5240021
Kwethluk Airport,Kwethluk,United States,KWT,60.790298461899994,-161.444000244
Kwigillingok Airport,Kwigillingok,United States,KWK,59.876499,-163.169005
Marshall Don Hunter Sr Airport,Marshall,United States,MLL,61.8642997742,-162.026000977
Russian Mission Airport,Russian Mission,United States,RSH,61.7788848877,-161.319458008
Koliganek Airport,Koliganek,United States,KGK,59.726600647,-157.259002686
Manokotak Airport,Manokotak,United States,KMO,58.9902000427,-159.050003052
Chalkyitsik Airport,Chalkyitsik,United States,CIK,66.6449966431,-143.74000549299998
Eagle Airport,Eagle,United States,EAA,64.77639771,-141.151001
Hughes Airport,Hughes,United States,HUS,66.04109955,-154.26300049999998
Huslia Airport,Huslia,United States,HSL,65.69789886,-156.3509979
Nulato Airport,Nulato,United States,NUL,64.729301,-158.074005
Venetie Airport,Venetie,United States,VEE,67.0086975098,-146.365997314
Beaver Airport,Beaver,United States,WBQ,66.36219787600001,-147.406997681
Central Airport,Central,United States,CEM,65.57379913,-144.78300480000001
Shungnak Airport,Shungnak,United States,SHG,66.88809967041,-157.16200256348
Inyokern Airport,Inyokern,United States,IYK,35.65879822,-117.83000179999999
Visalia Municipal Airport,Visalia,United States,VIS,36.3186988831,-119.392997742
Merced Regional Macready Field,Merced,United States,MCE,37.28469849,-120.5139999
Laguna de Los Patos International Airport,Colonia,Uruguay,CYR,-34.456401824951,-57.770599365234006
Amarais Airport,Campinas,Brazil,CPQ,-22.85919952392578,-47.10820007324219
Phoenix Goodyear Airport,Goodyear,United States,GYR,33.4225006104,-112.375999451
Toowoomba Airport,Toowoomba,Australia,TWB,-27.542801,151.916
Ballera Airport,Ballera,Australia,BBL,-27.405633,141.809458
Arkalyk North Airport,Arkalyk,Kazakhstan,AYK,50.31859970092773,66.95279693603516
Angoon Seaplane Base,Angoon,United States,AGN,57.503601,-134.58500700000002
Elfin Cove Seaplane Base,Elfin Cove,United States,ELV,58.1952018738,-136.347000122
Funter Bay Seaplane Base,Funter Bay,United States,FNR,58.2543983459,-134.897994995
Hoonah Airport,Hoonah,United States,HNH,58.0961,-135.410111
Metlakatla Seaplane Base,Metakatla,United States,MTM,55.131001,-131.578003
Hydaburg Seaplane Base,Hydaburg,United States,HYG,55.206298828125,-132.8280029296875
Egegik Airport,Egegik,United States,EGX,58.1855010986,-157.375
Perryville Airport,Perryville,United States,KPV,55.905998,-159.162993
Pilot Point Airport,Pilot Point,United States,PIP,57.5803985596,-157.572006226
South Naknek Nr 2 Airport,South Naknek,United States,WSN,58.7033996582,-157.007995605
Akhiok Airport,Akhiok,United States,AKK,56.9387016296,-154.182998657
Karluk Airport,Karluk,United States,KYK,57.5671005249,-154.449996948
Larsen Bay Airport,Larsen Bay,United States,KLN,57.535099029499996,-153.977996826
Ambler Airport,Ambler,United States,ABL,67.1063,-157.856989
Buckland Airport,Buckland,United States,BKC,65.9815979004,-161.149002075
Bob Baker Memorial Airport,Kiana,United States,IAN,66.9759979248,-160.43699646
Kobuk Airport,Kobuk,United States,OBU,66.9123001099,-156.897003174
Robert (Bob) Curtis Memorial Airport,Noorvik,United States,ORV,66.81790161,-161.01899719999997
Selawik Airport,Selawik,United States,WLK,66.60009766,-159.98599240000001
Brevig Mission Airport,Brevig Mission,United States,KTS,65.3312988281,-166.46600341799999
Elim Airport,Elim,United States,ELI,64.61470032,-162.2720032
Golovin Airport,Golovin,United States,GLV,64.5504989624,-163.007003784
Teller Airport,Teller,United States,TLA,65.2404022217,-166.339004517
Wales Airport,Wales,United States,WAA,65.62259300000001,-168.095
White Mountain Airport,White Mountain,United States,WMO,64.689201355,-163.412994385
Koyuk Alfred Adams Airport,Koyuk,United States,KKA,64.9394989014,-161.154006958
St Michael Airport,St. Michael,United States,SMK,63.49010086,-162.1100006
Shaktoolik Airport,Shaktoolik,United States,SKK,64.37110138,-161.223999
Tin City Long Range Radar Station Airport,Tin City,United States,TNC,65.56310272,-167.9219971
Atka Airport,Atka,United States,AKB,52.22029877,-174.2059937
Nikolski Air Station,Nikolski,United States,IKO,52.94160079956055,-168.8489990234375
Yakataga Airport,Yakataga,United States,CYT,60.080974,-142.494541
Alakanuk Airport,Alakanuk,United States,AUK,62.6800422668,-164.65992736799998
Kipnuk Airport,Kipnuk,United States,KPN,59.9329986572,-164.031005859
False Pass Airport,False Pass,United States,KFP,54.8474006652832,-163.41000366210938
Nelson Lagoon Airport,Nelson Lagoon,United States,NLG,56.007499694824,-161.16000366211
Port Moller Airport,Cold Bay,United States,PML,56.0060005188,-160.561004639
Klawock Airport,Klawock,United States,KLW,55.5792007446,-133.076004028
Quinhagak Airport,Quinhagak,United States,KWN,59.7551,-161.845
Kotlik Airport,Kotlik,United States,KOT,63.030601501499994,-163.533004761
Koyukuk Airport,Koyukuk,United States,KYU,64.8760986328,-157.727005005
Scammon Bay Airport,Scammon Bay,United States,SCM,61.84529876710001,-165.570999146
Nondalton Airport,Nondalton,United States,NNL,59.980201721190994,-154.8390045166
Kongiganak Airport,Kongiganak,United States,KKH,59.9608001709,-162.88099670399998
Nikolai Airport,Nikolai,United States,NIB,63.0186,-154.358002
Akiak Airport,Akiak,United States,AKI,60.9029006958,-161.231002808
Wainwright Airport,Wainwright,United States,AIN,70.6380004883,-159.994995117
Zapala Airport,ZAPALA,Argentina,APZ,-38.975497999999995,-70.113602
Rincon De Los Sauces Airport,Rincon de los Sauces,Argentina,RDS,-37.3905982971,-68.9041976929
Tte. Julio Gallardo Airport,Puerto Natales,Chile,PNT,-51.67150115966797,-72.52839660644531
Sierra Grande Airport,Sierra Grande,Argentina,SGV,-41.5917015076,-65.33940124509999
Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,IGB,-41.3208999634,-69.5748977661
Chenega Bay Airport,Chenega,United States,NCN,60.0773010254,-147.992004395
Tok Junction Airport,Tok,United States,TKJ,63.32949829,-142.9539948
Circle City /New/ Airport,Circle,United States,IRC,65.83049799999999,-144.076008
Sleetmute Airport,Sleetmute,United States,SLQ,61.7005004883,-157.166000366
Minchumina Airport,Lake Minchumina,United States,LMA,63.886002000000005,-152.30200200000002
Manley Hot Springs Airport,Manley Hot Springs,United States,MLY,64.99759674069999,-150.643997192
Natuashish Airport,Natuashish,Canada,YNP,55.913897999999996,-61.184399
Postville Airport,Postville,Canada,YSO,54.9105,-59.78507
Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,YWB,61.5886001587,-71.929397583
Alma Airport,Alma,Canada,YTF,48.50889968869999,-71.64189910889998
Havre St Pierre Airport,Havre-Saint-Pierre,Canada,YGV,50.281898498535156,-63.61140060424805
Rimouski Airport,Rimouski,Canada,YXK,48.47809982299805,-68.49690246582031
Tadoule Lake Airport,Tadoule Lake,Canada,XTL,58.7061,-98.512199
Lac Brochet Airport,Lac Brochet,Canada,XLB,58.617500305200004,-101.46900177
South Indian Lake Airport,South Indian Lake,Canada,XSI,56.7928009033,-98.9072036743
Brochet Airport,Brochet,Canada,YBT,57.8894,-101.679001
Little Grand Rapids Airport,Little Grand Rapids,Canada,ZGR,52.04560089111328,-95.4657974243164
Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,YCR,54.61059951782226,-97.76080322265624
Red Sucker Lake Airport,Red Sucker Lake,Canada,YRS,54.167198181152344,-93.55719757080078
Rainbow Lake Airport,Rainbow Lake,Canada,YOP,58.49140167236328,-119.40799713134766
Bonnyville Airport,Bonnyville,Canada,YBY,54.304199,-110.744003
Nanaimo Harbour Water Airport,Nanaimo,Canada,ZNA,49.1833000183,-123.94999694799999
Ganges Seaplane Base,Ganges,Canada,YGG,48.8545,-123.4969
Boundary Bay Airport,Boundary Bay,Canada,YDT,49.0742,-123.012001
Langley Airport,Langley Township,Canada,YLY,49.10079956049999,-122.630996704
Wekweètì Airport,Wekweeti,Canada,YFJ,64.190804,-114.07700200000001
Corn Island,Corn Island,Nicaragua,RNI,12.1628999710083,-83.06379699707031
San Pedro Airport,Bonanza,Nicaragua,BZA,13.949999809265135,-84.5999984741211
Rosita Airport,Rosita,Nicaragua,RFS,13.889699935913086,-84.40889739990234
Siuna,Siuna,Nicaragua,SIU,13.727222442626953,-84.77777862548828
Waspam Airport,Waspam,Nicaragua,WSP,14.7391996383667,-83.96939849853516
San Carlos,San Carlos,Nicaragua,NCR,11.133399963378906,-84.7699966430664
Playa Samara/Carrillo Airport,Carrillo,Costa Rica,PLD,9.8705101013184,-85.481399536133
Constanza - Expedición 14 de Junio National Airport,Constanza,Dominican Republic,COZ,18.907499313354002,-70.721900939941
Negril Airport,Negril,Jamaica,NEG,18.34280014038086,-78.33209991455078
José Aponte de la Torre Airport,Ceiba,Puerto Rico,NRR,18.245300293,-65.6434020996
Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,SPB,18.338600158691406,-64.94069671630861
D. Casimiro Szlapelis Airport,Alto Rio Senguer,Argentina,ARR,-45.013599,-70.812202
Jose De San Martin Airport,Jose de San Martin,Argentina,JSM,-44.048599243199995,-70.4589004517
Uyuni Airport,Uyuni,Bolivia,UYU,-20.4463005066,-66.8483963013
Rurenabaque Airport,Rerrenabaque,Bolivia,RBQ,-14.4279003143,-67.4968032837
Abaiang Airport,Abaiang Atoll,Kiribati,ABF,1.7986099720001218,173.04100036621094
Albina Airport,Albina,Suriname,ABN,5.512720108032227,-54.05009841918945
Drietabbetje Airport,Drietabbetje,Suriname,DRJ,4.111358999999999,-54.672766
Moengo Airstrip,Moengo,Suriname,MOJ,5.6076,-54.4003
Nieuw Nickerie Airport,Nieuw Nickerie,Suriname,ICK,5.9555602073669425,-57.03939819335938
Vincent Fayks Airport,Paloemeu,Suriname,OEM,3.3452799320220947,-55.44250106811523
Stoelmanseiland Airport,Stoelmans Eiland,Suriname,SMZ,4.349999904632568,-54.41666793823242
Totness Airport,Totness,Suriname,TOT,5.865829944610597,-56.32749938964844
Wageningen Airstrip,Wageningen,Suriname,AGI,5.841128,-56.673328000000005
Orinduik Airport,Orinduik,Guyana,ORJ,4.725269794464111,-60.03499984741211
Annai Airport,Annai,Guyana,NAI,3.959439992904663,-59.12419891357422
Imbaimadai Airport,Imbaimadai,Guyana,IMB,5.708109855651856,-60.2942008972168
Kamarang Airport,Kamarang,Guyana,KAR,5.865340232849121,-60.61420059204102
Mabaruma Airport,Mabaruma,Guyana,USI,8.199999809265138,-59.78329849243164
Mahdia Airport,Mahdia,Guyana,MHA,5.277490139007568,-59.151100158691406
Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,PJC,-22.63999938964844,-55.83000183105469
Alcides Fernández Airport,Acandi,Colombia,ACD,8.51667,-77.3
Los Colonizadores Airport,Saravena,Colombia,RVE,6.951867999999999,-71.857179
Batagay Airport,Batagay,Russia,BQJ,67.64800262451199,134.69500732422
Villa Garzón Airport,Villa Garzon,Colombia,VGZ,0.978767,-76.6056
El Bagre Airport,El Bagre,Colombia,EBG,7.59647,-74.8089
Juan H White Airport,Caucasia,Colombia,CAQ,7.96847,-75.1985
Mandinga Airport,Condoto,Colombia,COG,5.08333,-76.7
Golfo de Morrosquillo Airport,Tolu,Colombia,TLU,9.50945,-75.5854
Cabo Frio Airport,Cabo Frio,Brazil,CFB,-22.921699523900003,-42.0742988586
Presidente João Batista Figueiredo Airport,Sinop,Brazil,OPS,-11.885000228881836,-55.58610916137695
Gurupi Airport,Gurupi,Brazil,GRP,-11.73960018157959,-49.13219833374024
Santana do Araguaia Airport,Santana do Araguaia,Brazil,CMP,-9.31997013092041,-50.32849884033203
Breves Airport,Breves,Brazil,BVS,-1.6365300416946411,-50.44359970092773
Soure Airport,Soure,Brazil,SFK,-0.6994310021400452,-48.52099990844727
Parintins Airport,Parintins,Brazil,PIN,-2.6730198860168457,-56.777198791503906
Barreiras Airport,Barreiras,Brazil,BRA,-12.078900337219238,-45.00899887084961
Santa Terezinha Airport,Santa Terezinha,Brazil,STZ,-10.4647216796875,-50.51861190795898
Minaçu Airport,Minacu,Brazil,MQH,-13.5491,-48.195301
Araguaína Airport,Araguaina,Brazil,AUX,-7.227869999999999,-48.240501
Novo Aripuanã Airport,Novo Aripuana,Brazil,NVP,-5.118030071258545,-60.36489868164063
Tenente Lund Pressoto Airport,Franca,Brazil,FRC,-20.592199,-47.3829
Dourados Airport,Dourados,Brazil,DOU,-22.2019,-54.926601
Lábrea Airport,Labrea,Brazil,LBR,-7.278969764709473,-64.76950073242189
Maestro Marinho Franco Airport,Rondonopolis,Brazil,ROO,-16.586,-54.7248
Tancredo Thomas de Faria Airport,Guarapuava,Brazil,GPB,-25.3875007629,-51.520198822
Santa Terezinha Airport,Joacaba,Brazil,JCB,-27.1714000702,-51.5532989502
General Leite de Castro Airport,Rio Verde,Brazil,RVD,-17.8347225189209,-50.95611190795898
Romeu Zema Airport,Araxa,Brazil,AAX,-19.563199996948,-46.960399627686
Maués Airport,Maues,Brazil,MBZ,-3.3721699999999997,-57.7248
Borba Airport,Borba,Brazil,RBB,-4.4063401222229,-59.60240173339844
Coari Airport,Coari,Brazil,CIZ,-4.1340599060058585,-63.13259887695313
Barcelos Airport,Barcelos,Brazil,BAZ,-0.981292,-62.919601
Diamantino Airport,Diamantino,Brazil,DMT,-14.37689971923828,-56.40039825439453
Guanambi Airport,Guanambi,Brazil,GNM,-14.208200454711914,-42.74610137939453
Tsletsi Airport,Djelfa,Algeria,QDJ,34.6657,3.3510000000000004
Nzagi Airport,Nzagi,Angola,NZA,-7.7169399261499985,21.358200073200003
Lucapa Airport,Lucapa,Angola,LBZ,-8.445727348330001,20.7320861816
Capanda Airport,Kapanda,Angola,KNP,-9.76937007904,15.4553194046
Am Timan Airport,Am Timan,Chad,AMC,11.034000396700002,20.2740001678
Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,GSQ,22.5856990814209,28.71660041809082
Eastern WV Regional Airport/Shepherd Field,Martinsburg,United States,MRB,39.40190125,-77.98459625
Awassa Airport,Awasa,Ethiopia,AWA,7.066999912261963,38.5
Wilwal International Airport,Jijiga,Ethiopia,JIJ,9.3325,42.9121
Mekane Selam Airport,Mekane Selam,Ethiopia,MKS,10.7254,38.7415
Debra Marcos Airport,Debre Marqos,Ethiopia,DBM,10.350000381469727,37.71699905395508
Debre Tabor Airport,Debre Tabor,Ethiopia,DBT,11.967000007629395,38.0
Harar Meda Airport,Debre Zeyit,Ethiopia,QHR,8.7163,39.0059
Robe Airport,Goba,Ethiopia,GOB,7.116063400000001,40.0463033
Mayumba Airport,Mayumba,Gabon,MYB,-3.4584197998046875,10.674076080322266
Mara Serena Lodge Airstrip,Masai Mara,Kenya,MRE,-1.406111,35.008057
Mulika Lodge Airport,Meru National Park,Kenya,JJM,0.165083006024,38.195140838600004
Rumbek Airport,Rumbek,Sudan,RBX,6.82499980927,29.6690006256
Cape Palmas Airport,Greenville,Liberia,CPA,4.3790202140808105,-7.696949958801269
Inhaca Airport,Inhaca,Mozambique,IHC,-25.997144699099998,32.929351806599996
Ouro Sogui Airport,Matam,Senegal,MAX,15.593600273132324,-13.322799682617188
Bird Island Airport,Bird Island,Seychelles,BDI,-3.7247199999999996,55.205299
Wadi Halfa Airport,Wadi Halfa,Sudan,WHF,21.802698135375977,31.52157783508301
Enfidha - Hammamet International Airport,Enfidha,Tunisia,NBE,36.075833,10.438611
Hatay Airport,Hatay,Turkey,HTY,36.36277771,36.282222747800006
Raivavae Airport,Raivavae,French Polynesia,RVV,-23.8852005005,-147.662002563
Foshan Shadi Airport,Foshan,China,FUO,23.0832996368,113.069999695
Huizhou Airport,Huizhou,China,HUZ,23.0499992371,114.599998474
Lleida-Alguaire Airport,Lleida,Spain,ILD,41.728184999999996,0.5350229999999999
Bildudalur Airport,Bildudalur,Iceland,BIU,65.64129638671875,-23.546199798583984
Gjögur Airport,Gjogur,Iceland,GJR,65.99530029296875,-21.326900482177734
Sauðárkrókur Airport,Saudarkrokur,Iceland,SAK,65.73169708249999,-19.5727996826
Inishmaan Aerodrome,Inishmaan,Ireland,IIA,53.09299850463867,-9.568059921264648
Ulgii Mongolei Airport,Olgii,Mongolia,ULG,48.9933013916,89.92250061040001
Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,KQT,37.86640167236328,68.86470031738281
Vologda Airport,Vologda,Russia,VGD,59.28250122070313,39.94440078735352
Olenyok Airport,Olenyok,Russia,ONK,68.514999,112.480003
Saskylakh Airport,Saskylakh,Russia,SYS,71.92790222168,114.08000183105
Leshukonskoye Airport,Arkhangelsk,Russia,LDG,64.89600372310001,45.7229995728
Huesca/Pirineos Airport,Huesca,Spain,HSK,42.0760993958,-0.316666990519
Ciudad Real Central Airport,Ciudad Real,Spain,CQM,38.8563888889,-3.97
Al Najaf International Airport,Najaf,Iraq,NJF,31.989853000000004,44.404317
Colonsay Airstrip,Colonsay,United Kingdom,CSA,56.05749893189999,-6.243060112
Rock Hill - York County Airport,Rock Hill,United States,RKH,34.9878006,-81.05719757
Allegheny County Airport,Pittsburgh,United States,AGC,40.354400634765625,-79.9301986694336
Cecil Airport,Jacksonville,United States,VQQ,30.2187004089,-81.876701355
Fulton County Airport Brown Field,Atlanta,United States,FTY,33.7790985107,-84.5214004517
Tarin Kowt Airport,Tarin Kowt,Afghanistan,TII,32.604198455799995,65.8657989502
Zaranj Airport,Zaranj,Afghanistan,ZAJ,30.972222,61.865832999999995
Chakcharan Airport,Chaghcharan,Afghanistan,CCN,34.53300094604492,65.26699829101561
Fuyang Xiguan Airport,Fuyang,China,FUG,32.882157,115.73436399999999
Longyan Guanzhishan Airport,Longyan,China,LCX,25.6746997833,116.747001648
Baoshan Yunduan Airport,Baoshan,China,BSD,25.053301,99.168297
Xingyi Airport,Xingyi,China,ACX,25.0863888889,104.959444444
Liping Airport,Liping,China,HZH,26.32217,109.1499
The Ohio State University Airport - Don Scott Field,Columbus,United States,OSU,40.0798,-83.072998
Addison Airport,Addison,United States,ADS,32.9686012268,-96.8364028931
Destin Executive Airport,Destin,United States,DSI,30.40010071,-86.47149658
Kherson International Airport,Kherson,Ukraine,KHE,46.6758,32.506401000000004
Ryan's Creek Aerodrome,Stewart Island,New Zealand,SZS,-46.8997,168.100998
Zhijiang Airport,Zhijiang,China,HJJ,27.4411111111,109.7
Yarmouth Airport,Yarmouth,Canada,YQI,43.82690048217773,-66.08809661865234
Kinston Regional Jetport At Stallings Field,Kinston,United States,ISO,35.331401825,-77.60880279540002
First Flight Airport,Kill Devil Hills,United States,FFA,36.0181999207,-75.67130279540002
Lintsang Airfield,Lincang,China,LNJ,23.738100051900002,100.025001526
Carajás Airport,Parauapebas,Brazil,CKS,-6.11527776718,-50.0013885498
Tarempa Airport,Anambas Islands,Indonesia,MWK,3.3481199741363525,106.25800323486328
Persian Gulf International Airport,Khalije Fars,Iran,PGU,27.379601,52.737701
Yasouj Airport,Yasuj,Iran,YES,30.700500488281,51.545101165771
Mosul International Airport,Mosul,Iraq,OSM,36.305801,43.1474
Tajima Airport,Toyooka,Japan,TJH,35.51279830932617,134.78700256347656
Amakusa Airport,Amakusa,Japan,AXJ,32.482498,130.158997
Kikai Airport,Kikai,Japan,KKX,28.3213005066,129.927993774
Aguni Airport,Aguni,Japan,AGJ,26.592500686599998,127.240997314
Donoi Airport,Uliastai,Mongolia,ULZ,47.7093,96.5258
Bulgan Airport,Bulgan,Mongolia,UGA,48.85499954223633,103.47599792480469
Ulaangom Airport,Ulaangom,Mongolia,ULO,50.066588,91.938273
Lubang Airport,Lubang,Philippines,LBX,13.85540008544922,120.1050033569336
Kulob Airport,Kulyab,Tajikistan,TJU,37.98809814453125,69.80500030517578
Chi Mei Airport,Cimei,Taiwan,CMJ,23.2131004333,119.41799926799999
Daşoguz Airport,Dasoguz,Turkmenistan,TAZ,41.761101000000004,59.826698
Barrow Island Airport,Barrow Island,Australia,BWB,-20.86440086364746,115.40599822998048
Derby Airport,Derby,Australia,DRB,-17.370000839233402,123.66100311279295
Walgett Airport,Walgett,Australia,WGE,-30.03280067443848,148.12600708007812
Bathurst Island Airport,Bathurst Island,Australia,BRT,-11.769200325012207,130.6199951171875
Dunk Island Airport,Dunk Island,Australia,DKI,-17.9416999817,146.13999939
Lizard Island Airport,Lizard Island,Australia,LZR,-14.673273000000002,145.454571
Hamilton Airport,Hamilton,Australia,HLT,-37.64889907836914,142.06500244140625
Halls Creek Airport,Halls Creek,Australia,HCQ,-18.23390007019043,127.66999816894531
Fitzroy Crossing Airport,Fitzroy Crossing,Australia,FIZ,-18.181900024414066,125.55899810791016
Ravensthorpe Airport,Ravensthorpe,Australia,RVT,-33.7971992493,120.208000183
Provo Municipal Airport,Provo,United States,PVU,40.219200134277,-111.72299957275
Steamboat Springs Bob Adams Field,Steamboat Springs,United States,SBS,40.5163002,-106.8659973
Delta Municipal Airport,Delta,United States,DTA,39.3805999756,-112.508003235
Carbon County Regional/Buck Davis Field,Price,United States,PUC,39.61389923,-110.7509995
Los Alamos Airport,Los Alamos,United States,LAM,35.8797988892,-106.26899719200001
Lake Havasu City Airport,Lake Havasu City,United States,HII,34.571098,-114.358002
Winslow Lindbergh Regional Airport,Winslow,United States,INW,35.021900177,-110.722999573
Douglas Municipal Airport,Douglas,United States,DGL,31.3425998688,-109.505996704
Marakei Airport,Marakei,Kiribati,MZK,2.0586099624633794,173.27099609375
Abemama Atoll Airport,Abemama,Kiribati,AEA,0.4908330142498016,173.82899475097656
Buariki Airport,Buariki,Kiribati,AAK,0.1852779984474182,173.63699340820312
Kuria Airport,Kuria,Kiribati,KUC,0.2186110019683838,173.44200134277344
Arorae Island Airport,Arorae,Kiribati,AIS,-2.61611008644104,176.80299377441406
Tamana Island Airport,Tamana,Kiribati,TMN,-2.485830068588257,175.97000122070312
Beru Airport,Beru Island,Kiribati,BEZ,-1.3547199964523315,176.0070037841797
Nikunau Airport,Nikunau,Kiribati,NIG,-1.31444001198,176.410003662
Butaritari Atoll Airport,Butaritari,Kiribati,BBG,3.08583,172.811005
Makin Island Airport,Makin,Kiribati,MTK,3.3744399547576904,172.99200439453125
Maiana Airport,Maiana,Kiribati,MNK,1.0036100149154663,173.031005859375
Nonouti Airport,Nonouti,Kiribati,NON,-0.6397219896316528,174.42799377441406
Tabiteuea South Airport,Tabiteuea,Kiribati,TSU,-1.4744399785995483,175.06399536132812
Whitianga Airport,Whitianga,New Zealand,WTZ,-36.83169937133789,175.6790008544922
Takaka Airport,Takaka,New Zealand,KTF,-40.81330108642578,172.77499389648438
Afutara Aerodrome,Afutara,Solomon Islands,AFT,-9.19138888889,160.948611111
Ulawa Airport,Ulawa,Solomon Islands,RNA,-9.86054358262,161.979546547
Choiseul Bay Airport,Choiseul Bay,Solomon Islands,CHY,-6.711944,156.39611100000002
Santa Ana Airport,Santa Ana,Solomon Islands,NNB,-10.847994,162.45410800000002
Yandina Airport,Yandina,Solomon Islands,XYA,-9.092816000000001,159.21841
Batuna Aerodrome,Batuna,Solomon Islands,BPF,-8.56202777778,158.119305556
Bartow Municipal Airport,Bartow,United States,BOW,27.943399429299998,-81.78340148930002
Fitiuta Airport,Fiti\'uta,American Samoa,FTI,-14.2172,-169.425003
Livermore Municipal Airport,Livermore,United States,LVK,37.6934013367,-121.819999695
Mariposa Yosemite Airport,Mariposa,United States,RMY,37.510898590100005,-120.040000916
Grootfontein Airport,Grootfontein,Namibia,GFY,-19.60219955444336,18.122699737548828
Rundu Airport,Rundu,Namibia,NDU,-17.956499099731,19.719400405884
Jacqueline Cochran Regional Airport,Palm Springs,United States,TRM,33.62670135498,-116.16000366211
Santa Monica Municipal Airport,Santa Monica,United States,SMO,34.015800476100004,-118.45099639899999
Bermuda Dunes Airport,Palm Springs,United States,UDD,33.748401641846,-116.27500152588001
Scottsdale Airport,Scottsdale,United States,SCF,33.622898101806996,-111.91100311279
Olympia Regional Airport,Olympia,United States,OLM,46.9693985,-122.90299990000001
